〇 ling,xing,yuan
讱 ren
讲 jiang
讳 hui
讴 ou
讵 ju
讶 ya
讷 ne
许 hu,xu
讹 e
论 lun
讻 xiong
讼 song
讽 feng
设 she
访 fang
诀 jue
证 zheng
诂 gu
诃 he
评 ping
诅 zu
识 shi,zhi
诇 xiong
诈 zha
诉 su
诊 zhen
诋 di
诌 zhou
词 ci
诎 qu
诏 zhao
诐 bi
译 yi
诒 yi
诓 kuang
诔 lei
试 shi
诖 gua
诗 shi
诘 ji,jie
诙 hui
诚 cheng
诛 zhu
诜 shen
话 hua
诞 dan
诟 gou
诠 quan
诡 gui
询 xun
诣 yi
诤 zheng
该 gai
详 xiang
诧 cha
诨 hun
诩 xu
诪 zhou
诫 jie
诬 wu
语 yu
诮 qiao
误 wu
诰 gao
诱 you
诲 hui
诳 kuang
说 shui,shuo,yue
诵 song
诶 ei
请 qing
诸 zhu
诹 zou
诺 nuo
读 dou,du
诼 zhuo
诽 fei
课 ke
诿 wei
谀 yu
谁 shei,shui
谂 shen
调 diao,tiao
谄 chan
谅 liang
谆 zhun
谇 sui
谈 tan
谉 shen
谊 yi
谋 mou
谌 chen
谍 die
谎 huang
谏 jian
谐 xie
谑 xue
谒 ye
谓 wei
谔 e
谕 yu
谖 xuan
谗 chan
谘 zi
谙 an
谚 yan
谛 di
谜 mei,mi
谝 pian
谞 xu
谟 mo
谠 dang
谡 su
谢 xie
谣 yao
谤 bang
谥 shi
谦 qian
谧 mi
谨 jin
谩 man
谪 zhe
谫 jian
谬 miu
谭 tan
谮 zen
谯 qiao
谰 lan
谱 pu
谲 jue
谳 yan
谴 qian
谵 zhan
谶 chen
谷 gu,lu,yu
谸 qian
谹 hong
谺 xia
谻 ji
谼 hong
谽 han
谾 hong,long
谿 ji,xi
豀 xi
豁 hua,huo
豂 liao
豃 gan,han
豄 du
豅 long
豆 dou
豇 jiang
豈 kai,qi
豉 chi,shi
豊 feng,li
豋 deng
豌 wan
豍 bi,bian
豎 shu
豏 xian
豐 feng
豑 zhi
豒 zhi
豓 yan
豔 yan
豕 shi
豖 chu
豗 hui
豘 tun
豙 yi
豚 dun,tun
豛 yi
豜 jian
豝 ba
豞 hou
豟 e
豠 chu
象 xiang
豢 huan
豣 jian,yan
豤 ken,kun
豥 gai
豦 ju
豧 fu,pu
豨 xi
豩 bin,huan
豪 hao
豫 shu,xie,yu
豬 zhu
豭 jia
豮 fen
豯 xi
豰 bo,gou,hu,huo
豱 wen
豲 huan
豳 ban,bin
豴 di
豵 zong
豶 fen
豷 yi
豸 zhai,zhi
豹 bao
豺 chai
豻 an
豼 pi
豽 na
豾 pi
豿 gou
貀 duo,na
貁 you
貂 diao
貃 mo
貄 si
貅 xiu
貆 huan
貇 ken,kun,mao
貈 he,mo
貉 hao,he,ma,mo
貊 ma,mo
貋 an
貌 mao,mo
貍 li,mai,yu
貎 ni
貏 bi
貐 yu
貑 jia
貒 tuan
貓 mao
貔 pi
貕 xi
貖 yi
貗 ju,yu
貘 mo
貙 chu
貚 tan
貛 huan
貜 jue
貝 bei
貞 zhen,zheng
貟 yuan
負 fu
財 cai
貢 gong
貣 te
貤 yi
貥 hang
貦 wan
貧 pin
貨 huo
販 fan
貪 tan
貫 guan,wan
責 ze,zhai
貭 zhi
貮 er
貯 zhu
貰 shi
貱 bi
貲 zi
貳 er
貴 gui
貵 pian
貶 bian,fa
買 mai
貸 dai,te
貹 sheng
貺 kuang
費 bi,fei,fu
貼 tie
貽 yi
貾 chi
貿 mao
賀 he
賁 ban,ben,bi,fei,fen,lu,pan
賂 lu
賃 lin
賄 hui
賅 gai
賆 pian
資 zi
賈 gu,jia
賉 xu
賊 zei
賋 jiao
賌 gai
賍 zang
賎 jian
賏 ying
賐 xun
賑 zhen
賒 sha,she
賓 bin
賔 bin
賕 qiu
賖 she
賗 chuan
賘 zang
賙 zhou
賚 lai
賛 zan
賜 ci
賝 chen
賞 shang
賟 tian
賠 pei
賡 geng
賢 xian
賣 mai
賤 jian
賥 sui
賦 fu
賧 tan
賨 cong
賩 cong
質 zhi
賫 ji
賬 zhang
賭 du
賮 jin
賯 xiong
賰 chun
賱 yun
賲 bao
賳 zai
賴 lai
賵 feng
賶 cang
賷 ji
賸 sheng
賹 ai,yi
賺 zhuan,zuan
賻 fu
購 gou
賽 sai
賾 ze
賿 liao
贀 yi
贁 bai
贂 chen
贃 wan
贄 zhi
贅 zhui
贆 biao
贇 bin,yun
贈 zeng
贉 dan
贊 zan
贋 yan
贌 pu
贍 dan,shan
贎 wan
贏 ying
贐 jin
贑 gan
贒 xian
贓 zang
贔 bi
贕 du
贖 shu
贗 yan
贘 shang
贙 xuan
贚 long
贛 gan,gong,zhuang
贜 zang
贝 bei
贞 zhen
负 fu
贠 yuan
贡 gong
财 cai
责 ze
贤 xian
败 bai
账 zhang
货 huo
质 zhi
贩 fan
贪 tan
贫 pin
贬 bian
购 gou
贮 zhu
贯 guan
贰 er
贱 jian
贲 ben,bi
贳 shi
贴 tie
贵 gui
贶 kuang
贷 dai
贸 mao
费 fei
贺 he
贻 yi
贼 zei
贽 zhi
贾 gu,jia
贿 hui
赀 zi
赁 lin
赂 lu
赃 zang
资 zi
赅 gai
赆 jin
赇 qiu
赈 zhen
赉 lai
赊 she
赋 fu
赌 du
赍 ji
赎 shu
赏 shang
赐 ci
赑 bi
赒 zhou
赓 geng
赔 pei
赕 dan
赖 lai
赗 feng
赘 zhui
赙 fu
赚 zhuan,zuan
赛 sai
赜 ze
赝 yan
赞 zan
赟 yun
赠 zeng
赡 shan
赢 ying
赣 gan
赤 chi
赥 xi
赦 ce,she
赧 nan
赨 tong,xiong
赩 xi
赪 cheng
赫 he,shi
赬 cheng
赭 zhe
赮 xia
赯 tang
走 zou
赱 zou
赲 li
赳 jiu
赴 fu
赵 zhao
赶 gan,qian
起 qi
赸 shan
赹 qiong
赺 qin,yin
赻 xian
赼 zi
赽 gui,jue
赾 qin
赿 chi,di
趀 ci
趁 chen,nian,zhen
趂 chen
趃 die,tu
趄 ju,qie
超 chao,tiao
趆 di
趇 xi
趈 zhan
趉 ju,jue
越 huo,yue
趋 qu
趌 ji,jie
趍 chi,qu
趎 chu
趏 gua,huo
趐 chi,xue
趑 ci,zi
趒 tiao
趓 duo
趔 lie
趕 gan
趖 suo
趗 cu
趘 xi
趙 diao,zhao
趚 su
趛 yin
趜 ju,qiu,qu
趝 jian
趞 ji,qi,que
趟 cheng,tang,zheng
趠 chao,chuo,tiao,zhuo
趡 cui,ju,wei
趢 lu
趣 cou,cu,qu,zou
趤 dang
趥 cu,qiu
趦 zi
趧 ti
趨 cou,cu,qu
趩 chi
趪 guang,huang
趫 chao,jiao,qiao
趬 qiao
趭 jiao
趮 zao
趯 ti,yao,yue
趰 er
趱 zan
趲 zan,zu
足 ju,zu
趴 pa
趵 bao,bo,chuo,pao,zhuo
趶 ku,wu
趷 ke
趸 dun
趹 gui,jue
趺 fu
趻 chen
趼 jian,yan
趽 fang,pang
趾 zhi
趿 qi,sa,ta
跀 yue
跁 ba,pa
跂 ji,qi,zhi
跃 yue
跄 qiang
跅 chi,tuo
跆 tai
跇 yi
跈 chen,jian,nian,tian
跉 ling
跊 mei
跋 ba,bei
跌 die,tu
跍 ku
跎 tuo
跏 jia
跐 ci,zi
跑 bo,pao
跒 qia
跓 zhu
跔 ju,qu
跕 dian,die,tie,zhan
跖 zhi
跗 fu
跘 ban,pan
跙 ju,qie,qu,zhu
跚 shan
跛 bi,bo,po
跜 ni
距 ju
跞 li,luo
跟 gen
跠 yi
跡 ji
跢 chi,dai,duo
跣 sun,xian
跤 jiao,qiao
跥 duo
跦 chu,zhu
跧 quan,zun
跨 ku,kua
跩 shi,zhuai
跪 gui
跫 qiang,qiong
跬 kui,xie
跭 xiang
跮 chi,die
路 lu,luo
跰 beng,bing,pian
跱 zhi
跲 jia,jie
跳 diao,tao,tiao
跴 cai
践 jian
跶 da
跷 qiao
跸 bi
跹 xian
跺 duo
跻 ji
跼 ju,qu
跽 ji
跾 chou,shu
跿 chuo,duo,tu
踀 chu,cu
踁 jing,keng
踂 nie
踃 qiao,xiao
踄 bu
踅 chi,xue
踆 cun,qiu,qun,zhun,zun
踇 mu
踈 shu
踉 lang,liang
踊 yong
踋 jiao
踌 chou
踍 qiao
踎 mou
踏 ta
踐 jian
踑 ji,qi
踒 rui,wei,wo
踓 cu,wei
踔 chuo,diao,tiao,zhuo
踕 jie
踖 ji,qi,que
踗 nie
踘 ju
踙 nie
踚 lun
踛 lu
踜 cheng,leng
踝 huai
踞 ju
踟 chi
踠 wan,wo
踡 juan,quan
踢 die,ti
踣 bo,pou
踤 cu,cui,zu
踥 qie
踦 ji,qi,yi
踧 cu,di
踨 zong
踩 cai,kui
踪 zong
踫 pan,peng
踬 zhi
踭 zheng
踮 dian
踯 zhi
踰 chu,yao,yu
踱 chuo,duo
踲 dun
踳 chuan,chun
踴 yong
踵 zhong
踶 chi,di,shi,ti,zhi
踷 zha
踸 chen
踹 chuai,chuan,duan,shuan
踺 jian
踻 gua,tuo
踼 shang,tang
踽 ju
踾 bi,fu
踿 zu
蹀 die
蹁 pian
蹂 rou
蹃 na,nuo,re
蹄 di,ti
蹅 cha,zha
蹆 tui
蹇 jian
蹈 dao
蹉 cuo
蹊 qi,xi
蹋 ta
蹌 qiang
蹍 chan,nian,zhan
蹎 dian
蹏 ti
蹐 ji
蹑 nie
蹒 man,pan
蹓 liu
蹔 can,zan
蹕 bi
蹖 chong
蹗 lu
蹘 liao
蹙 cu
蹚 cheng,tang
蹛 dai,dan,die,zhi
蹜 su
蹝 xi
蹞 kui
蹟 ji
蹠 zhi,zhuo
蹡 qiang
蹢 di,zhi
蹣 liang,man,pan
蹤 zong
蹥 lian
蹦 beng
蹧 zao
蹨 nian,ran
蹩 bie
蹪 tui
蹫 ju
蹬 deng
蹭 ceng
蹮 xian
蹯 fan
蹰 chu
蹱 chong,zhong
蹲 cuan,cun,dun,qun,zun
蹳 bo
蹴 cu,jiu,zu
蹵 cu
蹶 gui,jue
蹷 jue
蹸 lin
蹹 ta
蹺 qiao
蹻 jiao,ju,jue,qiao,xue
蹼 pu
蹽 liao
蹾 dun
蹿 cuan
躀 guan
躁 zao
躂 da
躃 bi
躄 bi
躅 zhu,zhuo
躆 ju
躇 chu,chuo
躈 qiao
躉 dun
躊 chou
躋 ji
躌 wu
躍 ti,yue
躎 nian
躏 lin
躐 lie
躑 zhi
躒 li,luo,yue
躓 zhi
躔 chan,zhan
躕 chu
躖 duan
躗 wei
躘 long
躙 lin
躚 xian
躛 wei
躜 zuan
躝 lan
躞 xie
躟 rang
躠 sa,xie
躡 nie
躢 ta
躣 qu
躤 ji
躥 cuan
躦 cuo,zuan
躧 xi
躨 kui
躩 jue,qi
躪 lin
身 juan,shen
躬 gong
躭 dan
躮 fen
躯 qu
躰 ti
躱 duo
躲 duo
躳 gong
躴 lang
躵 ren
躶 luo
躷 ai
躸 ji
躹 ju
躺 tang
躻 kong
躼 lao
躽 yan
躾 mei
躿 kang
軀 qu
軁 lou,lv
軂 lao
軃 duo,tuo
軄 zhi
軅 yan
軆 ti
軇 dao
軈 ying
軉 yu
車 che,ju
軋 ga,ya,zha
軌 gui
軍 jun
軎 wei
軏 yue
軐 xian,xin
軑 dai
軒 han,jian,xian,xuan
軓 fan
軔 ren
軕 shan
軖 kuang
軗 shu
軘 tun
軙 chen,qi
軚 dai
軛 e
軜 na
軝 qi
軞 mao
軟 ruan
軠 kuang
軡 qian
転 zhuan
軣 hong
軤 hu
軥 gou,ju,qu
軦 kuang
軧 chi,di
軨 ling
軩 dai
軪 ao
軫 zhen
軬 ben,fan
軭 kuang
軮 yang
軯 peng
軰 bei
軱 gu
軲 gu
軳 pao
軴 zhu
軵 fu,rong
軶 e
軷 ba
軸 zhou,zhu
軹 zhi
軺 diao,yao
軻 ke
軼 die,yi,zhe
軽 qing,zhi
軾 shi
軿 ping
輀 er
輁 gong
輂 ju
較 jiao,jue,xiao
輄 guang
輅 he,lu,ya
輆 kai
輇 chun,quan
輈 zhou
載 dai,zai,zi
輊 zhi
輋 she
輌 liang
輍 yu
輎 shao
輏 you
輐 wan,yuan
輑 qun,yin
輒 zhe
輓 wan
輔 fu
輕 qing
輖 zhou
輗 ni,yi
輘 leng,ling
輙 zhe
輚 zhan
輛 liang
輜 zi
輝 hui
輞 wang
輟 chuo
輠 guo,hua,hui
輡 kan
輢 yi
輣 peng
輤 qian
輥 gun
輦 lian,nian
輧 peng,ping
輨 guan
輩 bei
輪 lun
輫 pai
輬 liang
輭 er,ruan
輮 rou
輯 ji
輰 yang
輱 kan,xian
輲 chuan
輳 cou
輴 chun,shun
輵 e,ge,qie,ya
輶 you
輷 hong
輸 shu
輹 bu,fu
輺 zi
輻 fu
輼 wen,yun
輽 ben
輾 nian,zhan
輿 yu
轀 wen
轁 kan,tao
轂 gu
轃 zhen
轄 he,xia
轅 yuan
轆 lu
轇 jiao,xiao
轈 chao
轉 zhuai,zhuan
轊 wei
轋 hun
轌 xue
轍 zhe
轎 jiao
轏 zhan
轐 bu
轑 lao,liao
轒 fen
轓 fan
轔 lin
轕 ge
轖 se
轗 kan
轘 huan
轙 yi
轚 ji
轛 zhui
轜 er
轝 yu
轞 jian
轟 hong
轠 lei
轡 pei
轢 li
轣 li
轤 lu
轥 lin
车 che,ju
轧 ga,ya,zha
轨 gui
轩 xuan
轪 dai
轫 ren
转 zhuai,zhuan
轭 e
轮 lun
软 ruan
轰 hong
轱 gu
轲 ke
轳 lu
轴 zhou
轵 zhi
轶 yi
轷 hu
轸 zhen
轹 li
轺 yao
轻 qing
轼 shi
载 zai
轾 zhi
轿 jiao
辀 zhou
辁 quan
辂 lu
较 jiao
辄 zhe
辅 fu
辆 liang
辇 nian
辈 bei
辉 hui
辊 gun
辋 wang
辌 liang
辍 chuo
辎 zi
辏 cou
辐 fu
辑 ji
辒 wen
输 shu
辔 pei
辕 yuan
辖 xia
辗 nian,zhan
辘 lu
辙 zhe
辚 lin
辛 xin
辜 gu
辝 ci
辞 ci
辟 bi,mi,pi
辠 zui
辡 bian
辢 la
辣 la
辤 ci
辥 xue,yi
辦 ban
辧 bian
辨 ban,bian,pian
辩 bian
辪 xue
辫 bian
辬 ban
辭 ci
辮 bian
辯 ban,bian,pian
辰 chen
辱 ru
農 nong
辳 nong
辴 chan,zhen
辵 chuo
辶 chuo
辷 yi
辸 reng
边 bian
辺 bian
辻 shi
込 yu
辽 liao
达 da,ta,ti
辿 chan
迀 gan
迁 qian
迂 yu
迃 yu
迄 qi
迅 xun
迆 tuo,yi
过 guo
迈 mai
迉 qi
迊 za
迋 guang,kuang,wang
迌 tu
迍 zhun
迎 ying
迏 da
运 yun
近 jin
迒 hang,xiang
迓 ya
返 fan
迕 wu
迖 da
迗 e
还 fu,hai,huan
这 zhe,zhei
迚 da
进 jin
远 yuan
违 wei
连 lian
迟 chi
迠 che
迡 chi,ni
迢 tiao
迣 chi,zhi
迤 tuo,yi
迥 jiong
迦 jia,xie
迧 chen
迨 dai
迩 er
迪 di
迫 pai,po
迬 wang,zhu
迭 da,die,yi
迮 ze,zuo
迯 tao
述 shu
迱 tuo,yi
迲 qu
迳 jing
迴 hui
迵 dong
迶 you
迷 mi
迸 beng
迹 ji
迺 nai
迻 yi
迼 jie
追 dui,tui,zhui
迾 lie
迿 xun
退 tui
送 song
适 kuo,shi
逃 tao
逄 feng,pang
逅 hou
逆 ni
逇 dun
逈 jiong
选 xuan
逊 xun
逋 bu
逌 you
逍 xiao
逎 qiu
透 shu,tou
逐 di,tun,zhou,zhu
逑 qiu
递 di
逓 di
途 tu
逕 jing
逖 ti
逗 dou,qi,tou,zhu
逘 si,yi
這 yan,zhe,zhei
通 tong
逛 guang,kuang
逜 wu
逝 shi
逞 cheng,ying
速 su
造 cao,zao
逡 qun,suo,xun
逢 feng,pang,peng
連 lan,lian
逤 suo
逥 hui
逦 li
逧 gu
逨 lai
逩 ben
逪 cuo
逫 jue,zhu
逬 beng,peng
逭 huan
逮 dai,di
逯 dai,lu
逰 you
週 zhou
進 jin
逳 yu
逴 chuo
逵 kui
逶 wei
逷 ti
逸 yi
逹 da
逺 yuan
逻 luo
逼 bi
逽 nuo
逾 dou,yu
逿 dang,tang
遀 sui
遁 dun,qun,xun
遂 sui
遃 an,yan
遄 chuan
遅 chi
遆 ti
遇 ou,yong,yu
遈 shi
遉 zhen
遊 you
運 yun
遌 e
遍 bian
過 guo,huo
遏 e
遐 xia
遑 huang
遒 qiu
道 dao
達 da,ta
違 hui,wei
遖 nan
遗 wei,yi
遘 gou
遙 yao
遚 chou
遛 liu
遜 xun
遝 ta
遞 dai,di,shi
遟 chi,xi,zhi
遠 yuan
遡 su
遢 ta
遣 qian
遤 ma
遥 yao
遦 guan
遧 zhang
遨 ao
適 di,shi,ti,zhe
遪 ca
遫 chi
遬 su
遭 zao
遮 zhe
遯 dun
遰 dai,di,shi
遱 lou
遲 chi,zhi
遳 cuo
遴 lin
遵 zun
遶 rao
遷 qian
選 shua,suan,xuan
遹 yu
遺 sui,wei,yi
遻 e
遼 liao
遽 ju,qu
遾 shi
避 bi
邀 yao
邁 mai
邂 xie
邃 sui
還 hai,huan,xuan
邅 zhan
邆 teng
邇 er
邈 miao
邉 bian
邊 bian
邋 la,lie
邌 chi,li
邍 yuan
邎 yao
邏 luo
邐 li
邑 e,yi
邒 ting
邓 deng,shan
邔 qi
邕 yong
邖 shan
邗 han
邘 yu
邙 mang
邚 fu,ru
邛 qiong
邜 xi
邝 kuang
邞 fu
邟 hang,kang
邠 bin
邡 fang
邢 geng,xing
那 na,nai,ne,nei,nuo
邤 xin
邥 shen
邦 bang
邧 yuan
邨 cun
邩 huo
邪 she,xie,xu,ya,ye
邫 bang
邬 wu
邭 ju
邮 you
邯 han
邰 tai
邱 qiu
邲 bi,bian
邳 pi
邴 bing
邵 shao
邶 bei
邷 wa
邸 di
邹 zou
邺 qiu,ye
邻 lin
邼 kuang
邽 gui
邾 zhu
邿 shi
郀 ku
郁 yu
郂 gai,hai
郃 he,xia
郄 qie,xi
郅 ji,zhi
郆 ji
郇 huan,xun
郈 hou
郉 xing
郊 jiao
郋 xi
郌 gui
郍 fu,na,nuo
郎 lang
郏 jia
郐 kuai
郑 zheng
郒 lang
郓 yun
郔 yan
郕 cheng
郖 dou
郗 chi,xi
郘 lv
郙 fu
郚 wu,yu
郛 fu
郜 gao
郝 hao,shi
郞 lang
郟 jia
郠 geng
郡 jun
郢 cheng,ying
郣 bo
郤 xi
郥 bei
郦 li
郧 yun
部 bu,pou
郩 ao,xiao
郪 qi
郫 pi
郬 qing
郭 guo
郮 zhou
郯 tan
郰 ju,zou
郱 ping
郲 lai,lei
郳 ni
郴 chen,lan
郵 chui,you
郶 bu
郷 xiang
郸 dan
郹 ju
郺 yong
郻 qiao
郼 yi
都 dou,du
郾 yan
郿 mei
鄀 ruo
鄁 bei
鄂 e
鄃 shu
鄄 juan
鄅 yu
鄆 yun
鄇 hou
鄈 kui
鄉 xiang
鄊 xiang
鄋 sou
鄌 tang
鄍 ming
鄎 xi
鄏 ru
鄐 chu
鄑 zi
鄒 ju,zou
鄓 ye
鄔 wu
鄕 xiang
鄖 yun
鄗 hao,jiao,qiao
鄘 yong
鄙 bi
鄚 mao,mo
鄛 chao
鄜 fu,lu
鄝 liao
鄞 yin
鄟 zhuan
鄠 hu
鄡 qiao
鄢 yan
鄣 zhang
鄤 man,wan
鄥 qiao
鄦 xu
鄧 deng
鄨 bi
鄩 xun
鄪 bi
鄫 ceng,zeng
鄬 wei
鄭 zheng
鄮 mao
鄯 shan
鄰 lin
鄱 pan,pi,po
鄲 dan,duo
鄳 meng
鄴 ye
鄵 cao,sao
鄶 kuai
鄷 feng
鄸 meng
鄹 ju,zou
鄺 kuang,kuo
鄻 lian
鄼 zan
鄽 chan
鄾 you
鄿 ji,qi
酀 yan
酁 chan
酂 cuo,zan
酃 ling
酄 huan,quan
酅 xi
酆 feng
酇 cuo,zan
酈 li,zhi
酉 you
酊 ding
酋 qiu
酌 zhuo
配 pei
酎 zhou
酏 yi
酐 gan,hang
酑 yu
酒 jiu
酓 yan,yin
酔 zui
酕 mao
酖 dan,zhen
酗 xu
酘 dou
酙 zhen
酚 fen
酛 yuan
酜 fu
酝 yun
酞 tai
酟 tian
酠 qia
酡 duo,tuo
酢 cu,zuo
酣 han
酤 gu
酥 su
酦 fa,po
酧 chou
酨 zai,zui
酩 ming
酪 lao,lu,luo
酫 chuo
酬 chou
酭 you
酮 chong,dong,tong
酯 zhi
酰 xian
酱 jiang
酲 cheng
酳 yin
酴 tu
酵 jiao
酶 mei
酷 ku
酸 suan
酹 lei
酺 pu
酻 fu,zui
酼 hai
酽 yan
酾 shai,shi
酿 niang
醀 wei,zhui
醁 lu
醂 lan
醃 ang,yan
醄 tao
醅 pei
醆 zhan
醇 chun
醈 dan,tan
醉 zui
醊 zhui
醋 cu,zuo
醌 kun
醍 ti
醎 jian,xian
醏 du
醐 hu
醑 xu
醒 cheng,jing,xing
醓 tan
醔 chou,qiu
醕 chun
醖 yun
醗 po
醘 ke
醙 sou
醚 mi
醛 chuo,quan
醜 chou
醝 cuo
醞 yun
醟 yong
醠 ang
醡 zha
醢 hai
醣 tang
醤 jiang
醥 piao
醦 chan,chen
醧 ou,yu
醨 li
醩 zao
醪 lao
醫 yi
醬 jiang
醭 bu
醮 jiao,qiao,zhan
醯 xi
醰 tan
醱 fa,po
醲 nong
醳 shi,yi
醴 li
醵 ju
醶 jian,lian,xian,yan
醷 ai,yi
醸 niang
醹 ru
醺 xun
醻 chou,dao,shou
醼 yan
醽 ling
醾 mi
醿 mi
釀 niang
釁 xin
釂 jiao
釃 li,shai,shi
釄 mi
釅 yan
釆 bian
采 cai
釈 shi
釉 you
释 shi
釋 shi,yi
里 li
重 chong,tong,zhong
野 shu,ye
量 liang
釐 lai,li,tai,xi
金 jin
釒 jin
釓 ga,qiu
釔 yi
釕 liao
釖 dao
釗 zhao
釘 ding,ling
釙 po
釚 qiu
釛 ba
釜 fu
針 zhen
釞 zhi
釟 ba
釠 luan
釡 fu
釢 nai
釣 diao
釤 shan,xian
釥 jiao,qiao
釦 kou
釧 chuan
釨 zi
釩 fan
釪 hua,yu
釫 hua,wu
釬 gan,han
釭 gang,gong
釮 qi
釯 mang
釰 jian,ren,ri
釱 di
釲 si
釳 xi
釴 yi
釵 cha,chai
釶 shi,ye,yi
釷 tu
釸 xi
釹 nv
釺 qian
釻 qiu
釼 jian
釽 pi,zhao
釾 ya,ye
釿 jin,yin
鈀 ba,pa
鈁 fang
鈂 chen,qin,zhen
鈃 xing
鈄 dou
鈅 yue
鈆 qian,zhong
鈇 fu
鈈 bu,pi
鈉 na,rui
鈊 qin,xin
鈋 e
鈌 jue
鈍 dun
鈎 gou
鈏 yin
鈐 han,qian
鈑 ban
鈒 sa,xi
鈓 ren
鈔 chao
鈕 chou,niu
鈖 fen
鈗 dui,yun
鈘 yi
鈙 qin
鈚 bi,pi
鈛 guo
鈜 hong
鈝 yin
鈞 jun
鈟 diao
鈠 yi
鈡 zhong
鈢 xi
鈣 gai
鈤 ri
鈥 huo
鈦 tai
鈧 kang
鈨 yuan
鈩 lu
鈪 e
鈫 qin
鈬 duo
鈭 zi
鈮 ni
鈯 tu
鈰 shi
鈱 min
鈲 gu,pi
鈳 ke
鈴 ling
鈵 bing
鈶 ci,si,tai
鈷 gu,hu
鈸 bo
鈹 pi
鈺 yu
鈻 si
鈼 zuo
鈽 bu
鈾 you,zhou
鈿 dian,tian
鉀 ge,jia
鉁 zhen
鉂 shi
鉃 shi,zu
鉄 tie,zhi
鉅 ju
鉆 chan,qian,tie
鉇 shi,yi
鉈 she,shi,ta,tuo,yi
鉉 xuan
鉊 zhao
鉋 bao,pao
鉌 he
鉍 bi,se
鉎 sheng
鉏 cha,chu,ju,xu,zhu,zu
鉐 shi,zu
鉑 bo
鉒 zhu
鉓 chi
鉔 za
鉕 po
鉖 tong
鉗 an,qian
鉘 fu
鉙 zhai
鉚 liu,mao
鉛 qian,yan
鉜 fu
鉝 li
鉞 yue
鉟 pi
鉠 yang
鉡 ban
鉢 bo
鉣 jie
鉤 gou,qu
鉥 shu,xu
鉦 zheng
鉧 mu
鉨 ni,nie,xi
鉩 nie,xi
鉪 di
鉫 jia
鉬 mu
鉭 tan
鉮 huan,shen
鉯 yi
鉰 si
鉱 kuang
鉲 ka
鉳 bei
鉴 jian
鉵 tong,zhuo
鉶 xing
鉷 hong
鉸 jiao
鉹 chi
鉺 er,keng
鉻 ge,luo
鉼 bing,ping
鉽 shi
鉾 mao,mou
鉿 ge,ha,jia,ke
銀 yin
銁 jun
銂 zhou
銃 chong
銄 jiong,xiang
銅 tong
銆 mo
銇 lei
銈 ji
銉 si,yu
銊 hui,xu
銋 ren
銌 zun
銍 zhi
銎 qiong
銏 shan,shuo
銐 chi,li
銑 xi,xian
銒 jian,xing
銓 quan
銔 pi
銕 tie,yi
銖 zhu
銗 hou,xiang
銘 ming
銙 kua
銚 diao,qiao,tiao,yao
銛 gua,tian,xian
銜 xian
銝 xiu
銞 jun
銟 cha
銠 lao
銡 ji
銢 pi
銣 ru
銤 mi
銥 yi
銦 yin
銧 guang
銨 an
銩 diu
銪 you
銫 se
銬 kao
銭 qian
銮 luan
銯 si
銰 ai
銱 diao
銲 han
銳 rui
銴 shi,zhi
銵 keng
銶 qiu
銷 xiao
銸 nie,zhe
銹 xiu,you
銺 zang
銻 ti
銼 cuo
銽 gua
銾 gong,hong
銿 yong,zhong
鋀 dou,tou,tu
鋁 lv
鋂 mei,meng
鋃 lang
鋄 wan
鋅 xin,zi
鋆 jun,yun
鋇 bei
鋈 wu
鋉 su
鋊 yu
鋋 chan,yan
鋌 ding,ting
鋍 bo
鋎 han
鋏 jia
鋐 hong
鋑 cuan,jian,juan
鋒 feng
鋓 chan
鋔 wan
鋕 zhi
鋖 si,tuo
鋗 juan,xuan
鋘 hu,hua,wu
鋙 wu,yu
鋚 tiao
鋛 kuang
鋜 chuo,zhuo
鋝 lve
鋞 jing,xing
鋟 jin,qian,qin
鋠 shen
鋡 han
鋢 lve
鋣 ye
鋤 chu,ju
鋥 zeng
鋦 ju
鋧 xian
鋨 e,tie
鋩 mang
鋪 pu
鋫 li
鋬 pan
鋭 dui,rui,yue
鋮 cheng
鋯 gao
鋰 li
鋱 te
鋲 bing
鋳 zhu
鋴 zhen
鋵 tu
鋶 liu
鋷 nie,zui
鋸 ju
鋹 chang
鋺 wan,yuan
鋻 jian
鋼 gang
鋽 diao
鋾 tao
鋿 chang
錀 fen,lun
錁 guo,ke,kua
錂 ling
錃 pi
錄 lu
錅 li
錆 qiang
錇 fu,pei,pou
錈 juan
錉 min
錊 zu,zui
錋 beng,peng
錌 an
錍 bei,bi,pi
錎 gan,qian,xian
錏 ya
錐 zhui
錑 lei,li
錒 a,ke
錓 kong
錔 ta
錕 gun,kun
錖 du
錗 nei,wei,zhui
錘 chui
錙 zi
錚 zheng
錛 ben
錜 nie
錝 zong
錞 chun,dui,duo
錟 tan,xian,yan
錠 ding
錡 qi,yi
錢 jian,qian
錣 chuo,zhui
錤 ji
錥 yu
錦 jin
錧 guan
錨 mao
錩 chang
錪 tian,tun
錫 ti,xi
錬 lian
錭 diao,tao
錮 gu
錯 cu,cuo,xi
錰 shu
錱 zhen
録 lu,lv
錳 meng
錴 lu
錵 hua
錶 biao
錷 ga
錸 lai
錹 ken
錺 fang
錻 wu
錼 nai
錽 jian,wan
錾 zan
錿 hu
鍀 de
鍁 xian
鍂 pian
鍃 huo
鍄 liang
鍅 fa
鍆 men
鍇 jie,kai
鍈 ying
鍉 chi,di,shi
鍊 jian,lian
鍋 guo
